和风天气中国城市列表 v1.2

城市/地区编码	英文	中文	国家代码	国家英文	国家中文	省英文	省中文	所属上级市英文	所属上级市中文	纬度	经度
CN101290806	nanhua	南华	CN	China	中国	yunnan	云南	chuxiong	楚雄	25.038	101.228
CN101290807	wuding	武定	CN	China	中国	yunnan	云南	chuxiong	楚雄	25.762	102.201
CN101290808	lufeng	禄丰	CN	China	中国	yunnan	云南	chuxiong	楚雄	25.09	102.04
CN101290809	shuangbai	双柏	CN	China	中国	yunnan	云南	chuxiong	楚雄	24.569	101.546
CN101290810	yongren	永仁	CN	China	中国	yunnan	云南	chuxiong	楚雄	26.174	101.568
CN101290901	puer	普洱	CN	China	中国	yunnan	云南	puer	普洱	22.767	101.083
CN101290902	jinggu	景谷	CN	China	中国	yunnan	云南	puer	普洱	23.3	100.42
CN101290903	jingdong	景东	CN	China	中国	yunnan	云南	puer	普洱	24.28	100.52
CN101290904	lancang	澜沧	CN	China	中国	yunnan	云南	puer	普洱	22.34	99.56
CN101290906	mojiang	墨江	CN	China	中国	yunnan	云南	puer	普洱	23.26	101.43
CN101290907	jiangcheng	江城	CN	China	中国	yunnan	云南	puer	普洱	22.35	101.51
CN101290908	menglian	孟连	CN	China	中国	yunnan	云南	puer	普洱	22.2	99.37
CN101290909	ximeng	西盟	CN	China	中国	yunnan	云南	puer	普洱	22.44	99.27
CN101290911	zhenyuan	镇沅	CN	China	中国	yunnan	云南	puer	普洱	23.53	100.53
CN101290912	ninger	宁洱	CN	China	中国	yunnan	云南	puer	普洱	23.02	101.17
CN101291001	zhaotong	昭通	CN	China	中国	yunnan	云南	zhaotong	昭通	27.34	103.719
CN101291002	ludian	鲁甸	CN	China	中国	yunnan	云南	zhaotong	昭通	27.258	103.411
CN101291003	yiliang	彝良	CN	China	中国	yunnan	云南	zhaotong	昭通	27.38	104.03
CN101291004	zhenxiong	镇雄	CN	China	中国	yunnan	云南	zhaotong	昭通	27.559	104.804
CN101291005	weixin	威信	CN	China	中国	yunnan	云南	zhaotong	昭通	27.905	105.003
CN101291006	qiaojia	巧家	CN	China	中国	yunnan	云南	zhaotong	昭通	26.982	103.151
CN101291007	suijiang	绥江	CN	China	中国	yunnan	云南	zhaotong	昭通	28.513	104.028
CN101291008	yongshan	永善	CN	China	中国	yunnan	云南	zhaotong	昭通	28.015	103.642
CN101291009	yanjin	盐津	CN	China	中国	yunnan	云南	zhaotong	昭通	28.04	104.15
CN101291010	daguan	大关	CN	China	中国	yunnan	云南	zhaotong	昭通	27.915	103.909
CN101291011	shuifu	水富	CN	China	中国	yunnan	云南	zhaotong	昭通	28.63	104.407
CN101291101	lincang	临沧	CN	China	中国	yunnan	云南	lincang	临沧	23.9	100.033
CN101291102	cangyuan	沧源	CN	China	中国	yunnan	云南	lincang	临沧	23.09	99.16
CN101291103	gengma	耿马	CN	China	中国	yunnan	云南	lincang	临沧	23.33	99.24
CN101291104	shuangjiang	双江	CN	China	中国	yunnan	云南	lincang	临沧	23.28	99.48
CN101291105	fengqing	凤庆	CN	China	中国	yunnan	云南	lincang	临沧	24.633	99.87
CN101291106	yongde	永德	CN	China	中国	yunnan	云南	lincang	临沧	24.102	99.468
CN101291107	yunxian	云县	CN	China	中国	yunnan	云南	lincang	临沧	24.27	100.08
CN101291108	zhenkang	镇康	CN	China	中国	yunnan	云南	lincang	临沧	23.944	99.02
CN101291201	nujiang	怒江	CN	China	中国	yunnan	云南	nujiang	怒江	27.45	98.4
CN101291203	fugong	福贡	CN	China	中国	yunnan	云南	nujiang	怒江	26.994	98.862
CN101291204	lanping	兰坪	CN	China	中国	yunnan	云南	nujiang	怒江	26.25	99.25
CN101291205	lushui	泸水	CN	China	中国	yunnan	云南	nujiang	怒江	26.038	98.86
CN101291206	liuku	六库	CN	China	中国	yunnan	云南	nujiang	怒江	26.52	98.51
CN101291207	gongshan	贡山	CN	China	中国	yunnan	云南	nujiang	怒江	27.45	98.4
CN101291301	xianggelila	香格里拉	CN	China	中国	yunnan	云南	diqing	迪庆	27.815	99.704
CN101291302	deqin	德钦	CN	China	中国	yunnan	云南	diqing	迪庆	28.27	98.53
CN101291303	weixi	维西	CN	China	中国	yunnan	云南	diqing	迪庆	27.1	99.17
CN101291304	zhongdian	中甸	CN	China	中国	yunnan	云南	diqing	迪庆	27.815	99.704
CN101291401	lijiang	丽江	CN	China	中国	yunnan	云南	lijiang	丽江	26.903	100.222
CN101291402	yongsheng	永胜	CN	China	中国	yunnan	云南	lijiang	丽江	26.533	100.785
CN101291403	huaping	华坪	CN	China	中国	yunnan	云南	lijiang	丽江	26.656	101.249
CN101291404	ninglang	宁蒗	CN	China	中国	yunnan	云南	lijiang	丽江	27.18	100.51
CN101291501	dehong	德宏	CN	China	中国	yunnan	云南	dehong	德宏	24.26	98.35
CN101291503	longchuan	陇川	CN	China	中国	yunnan	云南	dehong	德宏	24.22	97.57
CN101291504	yingjiang	盈江	CN	China	中国	yunnan	云南	dehong	德宏	24.868	97.899
CN101291506	ruili	瑞丽	CN	China	中国	yunnan	云南	dehong	德宏	24.01	97.789
CN101291507	lianghe	梁河	CN	China	中国	yunnan	云南	dehong	德宏	24.737	98.338
CN101291508	mangshi	芒市	CN	China	中国	yunnan	云南	dehong	德宏	24.26	98.35
CN101291601	jinghong	景洪	CN	China	中国	yunnan	云南	xishuangbanna	西双版纳	22.023	100.971
CN101291603	menghai	勐海	CN	China	中国	yunnan	云南	xishuangbanna	西双版纳	21.99	100.319
CN101291605	mengla	勐腊	CN	China	中国	yunnan	云南	xishuangbanna	西双版纳	21.777	101.469
CN101270101	chengdu	成都	CN	China	中国	sichuan	四川	chengdu	成都	30.67	104.071
CN101270102	longquanyi	龙泉驿	CN	China	中国	sichuan	四川	chengdu	成都	30.33	104.15
CN101270103	xindu	新都	CN	China	中国	sichuan	四川	chengdu	成都	30.5	104.09
CN101270104	wenjiang	温江	CN	China	中国	sichuan	四川	chengdu	成都	30.42	103.5
CN101270105	jintang	金堂	CN	China	中国	sichuan	四川	chengdu	成都	30.72	104.621
CN101270106	shuangliu	双流	CN	China	中国	sichuan	四川	chengdu	成都	30.448	104.029
CN101270107	pixian	郫县	CN	China	中国	sichuan	四川	chengdu	成都	30.49	103.53
CN101270108	dayi	大邑	CN	China	中国	sichuan	四川	chengdu	成都	30.622	103.391
CN101270109	pujiang	蒲江	CN	China	中国	sichuan	四川	chengdu	成都	30.12	103.31
CN101270110	xinjin	新津	CN	China	中国	sichuan	四川	chengdu	成都	30.26	103.48
CN101270111	dujiangyan	都江堰	CN	China	中国	sichuan	四川	chengdu	成都	31.057	103.61
CN101270112	pengzhou	彭州	CN	China	中国	sichuan	四川	chengdu	成都	30.59	103.56
CN101270113	qionglai	邛崃	CN	China	中国	sichuan	四川	chengdu	成都	30.377	103.417
CN101270114	chongzhou	崇州	CN	China	中国	sichuan	四川	chengdu	成都	30.38	103.4
CN101270115	qingbaijiang	青白江	CN	China	中国	sichuan	四川	chengdu	成都	30.788	104.326
CN101270201	panzhihua	攀枝花	CN	China	中国	sichuan	四川	panzhihua	攀枝花	26.55	101.733
CN101270202	renhe	仁和	CN	China	中国	sichuan	四川	panzhihua	攀枝花	26.3	101.44
CN101270203	miyi	米易	CN	China	中国	sichuan	四川	panzhihua	攀枝花	26.953	101.971
CN101270204	yanbian	盐边	CN	China	中国	sichuan	四川	panzhihua	攀枝花	26.884	101.599
CN101270301	zigong	自贡	CN	China	中国	sichuan	四川	zigong	自贡	29.357	104.763
CN101270302	fushun	富顺	CN	China	中国	sichuan	四川	zigong	自贡	29.183	104.999
CN101270303	rongxian	荣县	CN	China	中国	sichuan	四川	zigong	自贡	29.27	104.26
CN101270401	mianyang	绵阳	CN	China	中国	sichuan	四川	mianyang	绵阳	31.475	104.727
CN101270402	santai	三台	CN	China	中国	sichuan	四川	mianyang	绵阳	31.076	105.002
CN101270403	yanting	盐亭	CN	China	中国	sichuan	四川	mianyang	绵阳	31.233	105.461
CN101270404	anxian	安县	CN	China	中国	sichuan	四川	mianyang	绵阳	31.39	104.25
CN101270405	zitong	梓潼	CN	China	中国	sichuan	四川	mianyang	绵阳	31.671	105.207
CN101270406	beichuan	北川	CN	China	中国	sichuan	四川	mianyang	绵阳	31.952	104.243
CN101270407	pingwu	平武	CN	China	中国	sichuan	四川	mianyang	绵阳	32.523	104.414
CN101270408	jiangyou	江油	CN	China	中国	sichuan	四川	mianyang	绵阳	31.929	104.903
CN101270501	nanchong	南充	CN	China	中国	sichuan	四川	nanchong	南充	30.797	106.083
CN101270502	nanbu	南部	CN	China	中国	sichuan	四川	nanchong	南充	31.348	105.911
CN101270503	yingshan	营山	CN	China	中国	sichuan	四川	nanchong	南充	31.04	106.33
CN101270504	pengan	蓬安	CN	China	中国	sichuan	四川	nanchong	南充	31.02	106.25
CN101270505	yilong	仪陇	CN	China	中国	sichuan	四川	nanchong	南充	31.433	106.559
CN101270506	xichong	西充	CN	China	中国	sichuan	四川	nanchong	南充	30.59	105.53
CN101270507	langzhong	阆中	CN	China	中国	sichuan	四川	nanchong	南充	31.607	106.046
CN101270601	dazhou	达州	CN	China	中国	sichuan	四川	dazhou	达州	31.12	107.3
CN101270602	xuanhan	宣汉	CN	China	中国	sichuan	四川	dazhou	达州	31.22	107.43
CN101270603	kaijiang	开江	CN	China	中国	sichuan	四川	dazhou	达州	31.025	107.893
CN101270604	dazhu	大竹	CN	China	中国	sichuan	四川	dazhou	达州	30.667	107.257
CN101270605	quxian	渠县	CN	China	中国	sichuan	四川	dazhou	达州	30.51	106.58
CN101270606	wanyuan	万源	CN	China	中国	sichuan	四川	dazhou	达州	31.993	108.002
CN101270607	tongchuan	通川	CN	China	中国	sichuan	四川	dazhou	达州	31.12	107.3
CN101270608	dachuan	达川	CN	China	中国	sichuan	四川	dazhou	达州	31.227	107.5
CN101270701	suining	遂宁	CN	China	中国	sichuan	四川	suining	遂宁	30.509	105.575
CN101270702	pengxi	蓬溪	CN	China	中国	sichuan	四川	suining	遂宁	30.46	105.42
CN101270703	shehong	射洪	CN	China	中国	sichuan	四川	suining	遂宁	30.9	105.409
CN101270801	guangan	广安	CN	China	中国	sichuan	四川	guangan	广安	30.477	106.635
CN101270802	yuechi	岳池	CN	China	中国	sichuan	四川	guangan	广安	30.529	106.416
CN101270803	wusheng	武胜	CN	China	中国	sichuan	四川	guangan	广安	30.363	106.195
CN101270804	linshui	邻水	CN	China	中国	sichuan	四川	guangan	广安	30.281	107
CN101270805	huaying	华蓥	CN	China	中国	sichuan	四川	guangan	广安	30.37	106.75
CN101270901	bazhong	巴中	CN	China	中国	sichuan	四川	bazhong	巴中	31.856	106.762
CN101270902	tongjiang	通江	CN	China	中国	sichuan	四川	bazhong	巴中	31.56	107.14
CN101270903	nanjiang	南江	CN	China	中国	sichuan	四川	bazhong	巴中	32.307	106.78
CN101270904	pingchang	平昌	CN	China	中国	sichuan	四川	bazhong	巴中	31.56	107.204
CN101271001	luzhou	泸州	CN	China	中国	sichuan	四川	luzhou	泸州	28.889	105.444
CN101271003	luxian	泸县	CN	China	中国	sichuan	四川	luzhou	泸州	28.59	105.27
CN101271004	hejiang	合江	CN	China	中国	sichuan	四川	luzhou	泸州	28.742	105.951
CN101271005	xuyong	叙永	CN	China	中国	sichuan	四川	luzhou	泸州	28.1	105.26
CN101271006	gulin	古蔺	CN	China	中国	sichuan	四川	luzhou	泸州	28.009	105.953
CN101271007	naxi	纳溪	CN	China	中国	sichuan	四川	luzhou	泸州	28.78	105.38
CN101271101	yibin	宜宾	CN	China	中国	sichuan	四川	yibin	宜宾	28.765	104.622
CN101271103	yibinxian	宜宾县	CN	China	中国	sichuan	四川	yibin	宜宾	28.42	104.33
CN101271104	nanxi	南溪	CN	China	中国	sichuan	四川	yibin	宜宾	28.881	104.914
CN101271105	jiangan	江安	CN	China	中国	sichuan	四川	yibin	宜宾	28.44	105.04
CN101271106	changning	长宁	CN	China	中国	sichuan	四川	yibin	宜宾	24.72	99.662
CN101271107	gaoxian	高县	CN	China	中国	sichuan	四川	yibin	宜宾	28.26	104.31
CN101271108	gongxian	珙县	CN	China	中国	sichuan	四川	yibin	宜宾	28.23	104.47
CN101271109	junlian	筠连	CN	China	中国	sichuan	四川	yibin	宜宾	28.1	104.31
CN101271110	xingwen	兴文	CN	China	中国	sichuan	四川	yibin	宜宾	28.19	105.14
CN101271111	pingshan	屏山	CN	China	中国	sichuan	四川	yibin	宜宾	28.39	104.09
CN101271201	neijiang	内江	CN	China	中国	sichuan	四川	neijiang	内江	29.584	105.056
CN101271202	dongxing	东兴	CN	China	中国	sichuan	四川	neijiang	内江	29.37	105.07
CN101271203	weiyuan	威远	CN	China	中国	sichuan	四川	neijiang	内江	29.31	104.4
CN101271204	zizhong	资中	CN	China	中国	sichuan	四川	neijiang	内江	29.803	104.784
CN101271205	longchang	隆昌	CN	China	中国	sichuan	四川	neijiang	内江	29.365	105.239
CN101271301	ziyang	资阳	CN	China	中国	sichuan	四川	ziyang	资阳	30.13	104.648
CN101271302	anyue	安岳	CN	China	中国	sichuan	四川	ziyang	资阳	29.99	105.355
CN101271303	lezhi	乐至	CN	China	中国	sichuan	四川	ziyang	资阳	30.34	105.024
CN101271304	jianyang	简阳	CN	China	中国	sichuan	四川	ziyang	资阳	30.23	104.33
CN101271401	leshan	乐山	CN	China	中国	sichuan	四川	leshan	乐山	29.564	103.747
CN101271402	qianwei	犍为	CN	China	中国	sichuan	四川	leshan	乐山	29.15	103.57
CN101271403	jingyan	井研	CN	China	中国	sichuan	四川	leshan	乐山	29.659	104.061
CN101271404	jiajiang	夹江	CN	China	中国	sichuan	四川	leshan	乐山	29.78	103.514
CN101271405	muchuan	沐川	CN	China	中国	sichuan	四川	leshan	乐山	29.014	103.844
CN101271406	ebian	峨边	CN	China	中国	sichuan	四川	leshan	乐山	29.14	103.16
CN101271407	mabian	马边	CN	China	中国	sichuan	四川	leshan	乐山	28.5	103.33
CN101271408	emei	峨眉	CN	China	中国	sichuan	四川	leshan	乐山	29.36	103.29
CN101271409	emeishan	峨眉山	CN	China	中国	sichuan	四川	leshan	乐山	29.499	103.392
CN101271501	meishan	眉山	CN	China	中国	sichuan	四川	meishan	眉山	30.053	103.829
CN101271502	renshou	仁寿	CN	China	中国	sichuan	四川	meishan	眉山	29.986	104.207
CN101271503	pengshan	彭山	CN	China	中国	sichuan	四川	meishan	眉山	30.241	103.849
CN101271504	hongya	洪雅	CN	China	中国	sichuan	四川	meishan	眉山	29.702	103.176
CN101271505	danleng	丹棱	CN	China	中国	sichuan	四川	meishan	眉山	30.01	103.31
CN101271506	qingshen	青神	CN	China	中国	sichuan	四川	meishan	眉山	29.817	103.838
CN101271601	liangshan	凉山	CN	China	中国	sichuan	四川	liangshan	凉山	35.799	116.104
CN101271603	muli	木里	CN	China	中国	sichuan	四川	liangshan	凉山	27.56	101.16
CN101271604	yanyuan	盐源	CN	China	中国	sichuan	四川	liangshan	凉山	27.694	101.387
CN101271605	dechang	德昌	CN	China	中国	sichuan	四川	liangshan	凉山	27.334	102.177
CN101271606	huili	会理	CN	China	中国	sichuan	四川	liangshan	凉山	26.622	102.233
CN101271607	huidong	会东	CN	China	中国	sichuan	四川	liangshan	凉山	22.969	114.989
CN101271608	ningnan	宁南	CN	China	中国	sichuan	四川	liangshan	凉山	27.04	102.45
CN101271609	puge	普格	CN	China	中国	sichuan	四川	liangshan	凉山	27.527	102.556
CN101271610	xichang	西昌	CN	China	中国	sichuan	四川	liangshan	凉山	27.54	102.16
CN101271611	jinyang	金阳	CN	China	中国	sichuan	四川	liangshan	凉山	27.668	103.222
CN101271612	zhaojue	昭觉	CN	China	中国	sichuan	四川	liangshan	凉山	28.056	102.841
CN101271613	xide	喜德	CN	China	中国	sichuan	四川	liangshan	凉山	28.18	102.26
CN101271614	mianning	冕宁	CN	China	中国	sichuan	四川	liangshan	凉山	28.33	102.1
CN101271615	yuexi	越西	CN	China	中国	sichuan	四川	liangshan	凉山	28.39	102.31
CN101271616	ganluo	甘洛	CN	China	中国	sichuan	四川	liangshan	凉山	28.973	102.743
CN101271617	leibo	雷波	CN	China	中国	sichuan	四川	liangshan	凉山	28.322	103.526
CN101271618	meigu	美姑	CN	China	中国	sichuan	四川	liangshan	凉山	28.426	103.102
CN101271619	butuo	布拖	CN	China	中国	sichuan	四川	liangshan	凉山	27.72	102.8
CN101271701	yaan	雅安	CN	China	中国	sichuan	四川	yaan	雅安	29.99	102.997
CN101271702	mingshan	名山	CN	China	中国	sichuan	四川	yaan	雅安	30.118	103.216
CN101271703	yingjing	荥经	CN	China	中国	sichuan	四川	yaan	雅安	29.47	102.51
CN101271704	hanyuan	汉源	CN	China	中国	sichuan	四川	yaan	雅安	29.407	102.635
CN101271705	shimian	石棉	CN	China	中国	sichuan	四川	yaan	雅安	29.192	102.251
CN101271706	tianquan	天全	CN	China	中国	sichuan	四川	yaan	雅安	30.087	102.585
CN101271707	lushan	芦山	CN	China	中国	sichuan	四川	yaan	雅安	30.09	102.56
CN101271708	baoxing	宝兴	CN	China	中国	sichuan	四川	yaan	雅安	30.557	102.722
CN101271801	ganzi	甘孜	CN	China	中国	sichuan	四川	ganzi	甘孜	30.467	107.033
CN101271802	kangding	康定	CN	China	中国	sichuan	四川	ganzi	甘孜	30.03	101.58
CN101271803	luding	泸定	CN	China	中国	sichuan	四川	ganzi	甘孜	29.773	102.092
CN101271804	danba	丹巴	CN	China	中国	sichuan	四川	ganzi	甘孜	30.53	101.53
CN101271805	jiulong	九龙	CN	China	中国	sichuan	四川	ganzi	甘孜	29	101.3
CN101271806	yajiang	雅江	CN	China	中国	sichuan	四川	ganzi	甘孜	30.02	101.01
CN101271807	daofu	道孚	CN	China	中国	sichuan	四川	ganzi	甘孜	30.59	101.07
CN101271808	luhuo	炉霍	CN	China	中国	sichuan	四川	ganzi	甘孜	31.24	100.4
CN101271809	xinlong	新龙	CN	China	中国	sichuan	四川	ganzi	甘孜	30.56	100.19
CN101271810	dege	德格	CN	China	中国	sichuan	四川	ganzi	甘孜	31.44	98.34
CN101271811	baiyu	白玉	CN	China	中国	sichuan	四川	ganzi	甘孜	31.13	98.5
CN101271812	shiqu	石渠	CN	China	中国	sichuan	四川	ganzi	甘孜	32.59	98.06
CN101271813	seda	色达	CN	China	中国	sichuan	四川	ganzi	甘孜	32.17	100.2
CN101271814	litang	理塘	CN	China	中国	sichuan	四川	ganzi	甘孜	29.833	100.121
CN101271815	batang	巴塘	CN	China	中国	sichuan	四川	ganzi	甘孜	29.701	99.353
CN101271816	xiangcheng	乡城	CN	China	中国	sichuan	四川	ganzi	甘孜	28.56	99.48
CN101271817	daocheng	稻城	CN	China	中国	sichuan	四川	ganzi	甘孜	29.03	100.18
CN101271818	derong	得荣	CN	China	中国	sichuan	四川	ganzi	甘孜	28.43	99.17
CN101271901	aba	阿坝	CN	China	中国	sichuan	四川	aba	阿坝	32.901	101.765
CN101271902	wenchuan	汶川	CN	China	中国	sichuan	四川	aba	阿坝	31.243	103.302
CN101271903	lixian	理县	CN	China	中国	sichuan	四川	aba	阿坝	31.26	103.1
CN101271904	maoxian	茂县	CN	China	中国	sichuan	四川	aba	阿坝	31.41	103.51
CN101271905	songfan	松潘	CN	China	中国	sichuan	四川	aba	阿坝	32.39	103.34
CN101271906	jiuzhaigou	九寨沟	CN	China	中国	sichuan	四川	aba	阿坝	33.16	104.14
CN101271907	jinchuan	金川	CN	China	中国	sichuan	四川	aba	阿坝	31.29	102.04
CN101271908	xiaojin	小金	CN	China	中国	sichuan	四川	aba	阿坝	31	102.21
CN101271909	heishui	黑水	CN	China	中国	sichuan	四川	aba	阿坝	32.244	103.046
CN101271910	maerkang	马尔康	CN	China	中国	sichuan	四川	aba	阿坝	31.54	102.14
CN101271911	rangtang	壤塘	CN	China	中国	sichuan	四川	aba	阿坝	32.16	100.59
CN101271912	nuoergai	若尔盖	CN	China	中国	sichuan	四川	aba	阿坝	33.35	102.58
CN101271913	hongyuan	红原	CN	China	中国	sichuan	四川	aba	阿坝	32.587	102.593
CN101272001	deyang	德阳	CN	China	中国	sichuan	四川	deyang	德阳	31.147	104.375
CN101272002	zhongjiang	中江	CN	China	中国	sichuan	四川	deyang	德阳	30.904	104.803
CN101272003	guanghan	广汉	CN	China	中国	sichuan	四川	deyang	德阳	31.024	104.302
CN101272004	shifang	什邡	CN	China	中国	sichuan	四川	deyang	德阳	31.08	104.11
CN101272005	mianzhu	绵竹	CN	China	中国	sichuan	四川	deyang	德阳	31.425	104.128
CN101272006	luojiang	罗江	CN	China	中国	sichuan	四川	deyang	德阳	31.32	104.5
CN101272101	guangyuan	广元	CN	China	中国	sichuan	四川	guangyuan	广元	32.446	105.819
CN101272102	wangcang	旺苍	CN	China	中国	sichuan	四川	guangyuan	广元	32.14	106.17
CN101272103	qingchuan	青川	CN	China	中国	sichuan	四川	guangyuan	广元	32.59	105.12
CN101272104	jiange	剑阁	CN	China	中国	sichuan	四川	guangyuan	广元	31.905	105.498
CN101272105	cangxi	苍溪	CN	China	中国	sichuan	四川	guangyuan	广元	31.895	106.089
CN101140101	lasa	拉萨	CN	China	中国	xizang	西藏	lasa	拉萨	29.656	91.126
CN101140102	dangxiong	当雄	CN	China	中国	xizang	西藏	lasa	拉萨	30.29	91.06
CN101140103	nimu	尼木	CN	China	中国	xizang	西藏	lasa	拉萨	29.26	90.1
CN101140104	linzhou	林周	CN	China	中国	xizang	西藏	lasa	拉萨	29.895	91.261
CN101140105	duilongdeqing	堆龙德庆	CN	China	中国	xizang	西藏	lasa	拉萨	29.661	90.954
CN101140106	qushui	曲水	CN	China	中国	xizang	西藏	lasa	拉萨	29.357	90.73
CN101140107	dazi	达孜	CN	China	中国	xizang	西藏	lasa	拉萨	29.669	91.353
CN101140108	mozhugongka	墨竹工卡	CN	China	中国	xizang	西藏	lasa	拉萨	29.83	91.726
CN101140201	rikaze	日喀则	CN	China	中国	xizang	西藏	rikaze	日喀则	29.274	88.899
CN101140202	lazi	拉孜	CN	China	中国	xizang	西藏	rikaze	日喀则	29.05	87.38
CN101140203	nanmulin	南木林	CN	China	中国	xizang	西藏	rikaze	日喀则	29.41	89.06
CN101140204	nielamu	聂拉木	CN	China	中国	xizang	西藏	rikaze	日喀则	28.11	85.58
CN101140205	anri	定日	CN	China	中国	xizang	西藏	rikaze	日喀则	28.38	87.05
CN101140206	jiangzi	江孜	CN	China	中国	xizang	西藏	rikaze	日喀则	28.55	89.36
CN101140207	pali	帕里	CN	China	中国	xizang	西藏	rikaze	日喀则	27.44	89.05
CN101140208	zhongba	仲巴	CN	China	中国	xizang	西藏	rikaze	日喀则	29.653	84.175
CN101140209	saga	萨嘎	CN	China	中国	xizang	西藏	rikaze	日喀则	29.318	85.222
CN101140210	jilong	吉隆	CN	China	中国	xizang	西藏	rikaze	日喀则	28.858	85.311
CN101140211	angren	昂仁	CN	China	中国	xizang	西藏	rikaze	日喀则	29.296	87.238
CN101140212	dingjie	定结	CN	China	中国	xizang	西藏	rikaze	日喀则	29.23	89.775
CN101140213	sajia	萨迦	CN	China	中国	xizang	西藏	rikaze	日喀则	28.901	88.017
CN101140214	xietongmen	谢通门	CN	China	中国	xizang	西藏	rikaze	日喀则	29.432	88.261
CN101140216	gangba	岗巴	CN	China	中国	xizang	西藏	rikaze	日喀则	28.273	88.525
CN101140217	bailang	白朗	CN	China	中国	xizang	西藏	rikaze	日喀则	29.102	89.259
CN101140218	yadong	亚东	CN	China	中国	xizang	西藏	rikaze	日喀则	27.476	88.902
CN101140219	kangma	康马	CN	China	中国	xizang	西藏	rikaze	日喀则	28.562	89.691
CN101140220	renbu	仁布	CN	China	中国	xizang	西藏	rikaze	日喀则	29.231	89.841
CN101140301	shannan	山南	CN	China	中国	xizang	西藏	shannan	山南	29.15	91.46
CN101140302	gongga	贡嘎	CN	China	中国	xizang	西藏	shannan	山南	29.29	90.982
CN101140303	zhanang	扎囊	CN	China	中国	xizang	西藏	shannan	山南	29.241	91.334
CN101140304	jiacha	加查	CN	China	中国	xizang	西藏	shannan	山南	29.09	92.35
CN101140305	langkazi	浪卡子	CN	China	中国	xizang	西藏	shannan	山南	28.58	90.24
CN101140306	cuona	错那	CN	China	中国	xizang	西藏	shannan	山南	27.59	91.57
CN101140307	longzi	隆子	CN	China	中国	xizang	西藏	shannan	山南	28.25	92.28
CN101140308	zedang	泽当	CN	China	中国	xizang	西藏	shannan	山南	29.15	91.46
CN101140309	naidong	乃东	CN	China	中国	xizang	西藏	shannan	山南	29.224	91.777
CN101140310	sangri	桑日	CN	China	中国	xizang	西藏	shannan	山南	29.259	92.009
CN101140311	luozha	洛扎	CN	China	中国	xizang	西藏	shannan	山南	28.381	90.861
CN101140312	cuomei	措美	CN	China	中国	xizang	西藏	shannan	山南	28.437	91.436
CN101140313	qiongjie	琼结	CN	China	中国	xizang	西藏	shannan	山南	29.028	91.679
CN101140314	qusong	曲松	CN	China	中国	xizang	西藏	shannan	山南	29.057	92.205
CN101140401	linzhi	林芝	CN	China	中国	xizang	西藏	linzi	林芝	29.808	94.385
CN101140402	bomi	波密	CN	China	中国	xizang	西藏	linzi	林芝	29.52	95.46
CN101140403	milin	米林	CN	China	中国	xizang	西藏	linzi	林芝	29.13	94.13
CN101140404	chayu	察隅	CN	China	中国	xizang	西藏	linzi	林芝	28.39	97.28
CN101140405	gongbujiangda	工布江达	CN	China	中国	xizang	西藏	linzhi	林芝	29.887	93.243
CN101140406	langxian	朗县	CN	China	中国	xizang	西藏	linzhi	林芝	29.046	93.096
CN101140407	motuo	墨脱	CN	China	中国	xizang	西藏	linzhi	林芝	29.303	95.314
CN101140501	changdu	昌都	CN	China	中国	xizang	西藏	changdu	昌都	31.387	97.081
CN101140502	dingqing	丁青	CN	China	中国	xizang	西藏	changdu	昌都	31.25	95.36
CN101140503	bianba	边坝	CN	China	中国	xizang	西藏	changdu	昌都	30.94	94.698
CN101140504	luolong	洛隆	CN	China	中国	xizang	西藏	changdu	昌都	30.45	95.5
CN101140505	zuogong	左贡	CN	China	中国	xizang	西藏	changdu	昌都	29.4	97.5
CN101140506	mangkang	芒康	CN	China	中国	xizang	西藏	changdu	昌都	29.41	98.36
CN101140507	leiwuqi	类乌齐	CN	China	中国	xizang	西藏	changdu	昌都	31.217	96.588
CN101140508	basu	八宿	CN	China	中国	xizang	西藏	changdu	昌都	30.054	96.916
CN101140509	jiangda	江达	CN	China	中国	xizang	西藏	changdu	昌都	31.506	98.208
CN101140510	chaya	察雅	CN	China	中国	xizang	西藏	changdu	昌都	30.661	97.559
CN101140511	gongjue	贡觉	CN	China	中国	xizang	西藏	changdu	昌都	30.868	98.27
CN101140601	naqu	那曲	CN	China	中国	xizang	西藏	naqu	那曲	31.215	92.048
CN101140602	nima	尼玛	CN	China	中国	xizang	西藏	naqu	那曲	31.11	91.081
CN101140603	jiali	嘉黎	CN	China	中国	xizang	西藏	naqu	那曲	30.4	93.17
CN101140604	bange	班戈	CN	China	中国	xizang	西藏	naqu	那曲	31.22	90.01
CN101140605	anduo	安多	CN	China	中国	xizang	西藏	naqu	那曲	32.21	91.06
CN101140606	suoxian	索县	CN	China	中国	xizang	西藏	naqu	那曲	31.53	93.47
CN101140607	nierong	聂荣	CN	China	中国	xizang	西藏	naqu	那曲	32.114	92.29
CN101140608	baqing	巴青	CN	China	中国	xizang	西藏	naqu	那曲	31.923	94.06
CN101140609	biru	比如	CN	China	中国	xizang	西藏	naqu	那曲	31.481	93.681
CN101140610	shuanghu	双湖	CN	China	中国	xizang	西藏	naqu	那曲	33.12	88.5
CN101140701	ali	阿里	CN	China	中国	xizang	西藏	ali	阿里	30.17	81.15
CN101140702	gaize	改则	CN	China	中国	xizang	西藏	ali	阿里	32.09	84.25
