和风天气中国城市列表 v1.2

城市/地区编码	英文	中文	国家代码	国家英文	国家中文	省英文	省中文	所属上级市英文	所属上级市中文	纬度	经度
CN101140703	shenzha	申扎	CN	China	中国	xizang	西藏	ali	阿里	30.57	88.38
CN101140704	shiquanhe	狮泉河	CN	China	中国	xizang	西藏	ali	阿里	32.3	80.05
CN101140705	pulan	普兰	CN	China	中国	xizang	西藏	ali	阿里	30.17	81.15
CN101140706	zhada	札达	CN	China	中国	xizang	西藏	ali	阿里	31.481	79.801
CN101140707	gaer	噶尔	CN	China	中国	xizang	西藏	ali	阿里	32.121	80.049
CN101140708	ritu	日土	CN	China	中国	xizang	西藏	ali	阿里	33.419	79.643
CN101140709	geji	革吉	CN	China	中国	xizang	西藏	ali	阿里	32.392	81.119
CN101140710	cuoqin	措勤	CN	China	中国	xizang	西藏	ali	阿里	31.088	85.043
CN101110101	xian	西安	CN	China	中国	shan-xi	陕西	xian	西安	34.285	108.969
CN101110102	changan	长安	CN	China	中国	shan-xi	陕西	xian	西安	34.09	108.55
CN101110103	lintong	临潼	CN	China	中国	shan-xi	陕西	xian	西安	34.24	109.14
CN101110104	lantian	蓝田	CN	China	中国	shan-xi	陕西	xian	西安	34.09	109.468
CN101110105	zhouzhi	周至	CN	China	中国	shan-xi	陕西	xian	西安	33.97	108.091
CN101110106	huxian	户县	CN	China	中国	shan-xi	陕西	xian	西安	34.07	108.37
CN101110107	gaoling	高陵	CN	China	中国	shan-xi	陕西	xian	西安	34.516	109.056
CN101110200	xianyang	咸阳	CN	China	中国	shan-xi	陕西	xianyang	咸阳	34.328	108.591
CN101110201	sanyuan	三原	CN	China	中国	shan-xi	陕西	xianyang	咸阳	34.708	108.972
CN101110202	liquan	礼泉	CN	China	中国	shan-xi	陕西	xianyang	咸阳	34.59	108.497
CN101110203	yongshou	永寿	CN	China	中国	shan-xi	陕西	xianyang	咸阳	34.812	108.149
CN101110204	chunhua	淳化	CN	China	中国	shan-xi	陕西	xianyang	咸阳	34.882	108.565
CN101110205	jingyang	泾阳	CN	China	中国	shan-xi	陕西	xianyang	咸阳	34.602	108.733
CN101110206	wugong	武功	CN	China	中国	shan-xi	陕西	xianyang	咸阳	34.29	108.219
CN101110207	qianxian	乾县	CN	China	中国	shan-xi	陕西	xianyang	咸阳	34.33	108.14
CN101110208	binxian	彬县	CN	China	中国	shan-xi	陕西	xianyang	咸阳	35.02	108.06
CN101110209	changwu	长武	CN	China	中国	shan-xi	陕西	xianyang	咸阳	35.158	107.808
CN101110210	xunyi	旬邑	CN	China	中国	shan-xi	陕西	xianyang	咸阳	35.1	108.18
CN101110211	xingping	兴平	CN	China	中国	shan-xi	陕西	xianyang	咸阳	34.17	108.17
CN101110300	yanan	延安	CN	China	中国	shan-xi	陕西	yanan	延安	36.597	109.475
CN101110301	yanchang	延长	CN	China	中国	shan-xi	陕西	yanan	延安	36.528	110.097
CN101110302	yanchuan	延川	CN	China	中国	shan-xi	陕西	yanan	延安	36.864	110.031
CN101110303	zichang	子长	CN	China	中国	shan-xi	陕西	yanan	延安	37.249	109.619
CN101110304	yichuan	宜川	CN	China	中国	shan-xi	陕西	yanan	延安	36.04	110.11
CN101110305	fuxian	富县	CN	China	中国	shan-xi	陕西	yanan	延安	36	109.23
CN101110306	zhidan	志丹	CN	China	中国	shan-xi	陕西	yanan	延安	36.778	108.63
CN101110307	ansai	安塞	CN	China	中国	shan-xi	陕西	yanan	延安	36.921	109.145
CN101110308	ganquan	甘泉	CN	China	中国	shan-xi	陕西	yanan	延安	36.373	109.166
CN101110309	luochuan	洛川	CN	China	中国	shan-xi	陕西	yanan	延安	35.717	109.539
CN101110310	huangling	黄陵	CN	China	中国	shan-xi	陕西	yanan	延安	35.589	108.987
CN101110311	huanglong	黄龙	CN	China	中国	shan-xi	陕西	yanan	延安	35.724	109.962
CN101110312	wuqi	吴起	CN	China	中国	shan-xi	陕西	yanan	延安	36.983	108.098
CN101110401	yulin	榆林	CN	China	中国	shan-xi	陕西	yulin	榆林	38.289	109.743
CN101110402	fugu	府谷	CN	China	中国	shan-xi	陕西	yulin	榆林	39.01	111
CN101110403	shenmu	神木	CN	China	中国	shan-xi	陕西	yulin	榆林	38.837	110.295
CN101110404	jiaxian	佳县	CN	China	中国	shan-xi	陕西	yulin	榆林	38.02	110.29
CN101110405	dingbian	定边	CN	China	中国	shan-xi	陕西	yulin	榆林	37.351	107.816
CN101110406	jingbian	靖边	CN	China	中国	shan-xi	陕西	yulin	榆林	37.5	108.813
CN101110407	hengshan	横山	CN	China	中国	shan-xi	陕西	yulin	榆林	37.56	109.14
CN101110408	mizhi	米脂	CN	China	中国	shan-xi	陕西	yulin	榆林	37.876	110.15
CN101110409	zizhou	子洲	CN	China	中国	shan-xi	陕西	yulin	榆林	37.531	109.812
CN101110410	suide	绥德	CN	China	中国	shan-xi	陕西	yulin	榆林	37.51	110.386
CN101110411	wubu	吴堡	CN	China	中国	shan-xi	陕西	yulin	榆林	37.31	110.43
CN101110412	qingjian	清涧	CN	China	中国	shan-xi	陕西	yulin	榆林	37.07	110.07
CN101110413	yuyang	榆阳	CN	China	中国	shan-xi	陕西	yulin	榆林	38.271	109.687
CN101110501	weinan	渭南	CN	China	中国	shan-xi	陕西	weinan	渭南	34.526	109.574
CN101110502	huaxian	华县	CN	China	中国	shan-xi	陕西	weinan	渭南	34.31	109.44
CN101110503	tongguan	潼关	CN	China	中国	shan-xi	陕西	weinan	渭南	34.519	110.294
CN101110504	dali	大荔	CN	China	中国	shan-xi	陕西	weinan	渭南	34.803	109.999
CN101110505	baishui	白水	CN	China	中国	shan-xi	陕西	weinan	渭南	35.26	109.524
CN101110506	fuping	富平	CN	China	中国	shan-xi	陕西	weinan	渭南	34.47	109.11
CN101110507	pucheng	蒲城	CN	China	中国	shan-xi	陕西	weinan	渭南	34.57	109.35
CN101110508	chengcheng	澄城	CN	China	中国	shan-xi	陕西	weinan	渭南	35.19	109.892
CN101110509	heyang	合阳	CN	China	中国	shan-xi	陕西	weinan	渭南	35.212	110.204
CN101110510	hancheng	韩城	CN	China	中国	shan-xi	陕西	weinan	渭南	35.583	110.365
CN101110511	huayin	华阴	CN	China	中国	shan-xi	陕西	weinan	渭南	34.523	110.041
CN101110601	shangluo	商洛	CN	China	中国	shan-xi	陕西	shangluo	商洛	33.52	109.58
CN101110602	luonan	洛南	CN	China	中国	shan-xi	陕西	shangluo	商洛	34.147	110.206
CN101110603	zhashui	柞水	CN	China	中国	shan-xi	陕西	shangluo	商洛	33.4	109.07
CN101110604	shangzhou	商州	CN	China	中国	shan-xi	陕西	shangluo	商洛	33.8	109.8
CN101110605	zhenan	镇安	CN	China	中国	shan-xi	陕西	shangluo	商洛	33.26	109.09
CN101110606	danfeng	丹凤	CN	China	中国	shan-xi	陕西	shangluo	商洛	33.657	110.469
CN101110607	shangnan	商南	CN	China	中国	shan-xi	陕西	shangluo	商洛	33.425	110.712
CN101110608	shanyang	山阳	CN	China	中国	shan-xi	陕西	shangluo	商洛	33.433	110.007
CN101110701	ankang	安康	CN	China	中国	shan-xi	陕西	ankang	安康	32.684	109.014
CN101110702	ziyang	紫阳	CN	China	中国	shan-xi	陕西	ankang	安康	32.32	108.32
CN101110703	shiquan	石泉	CN	China	中国	shan-xi	陕西	ankang	安康	33.05	108.254
CN101110704	hanyin	汉阴	CN	China	中国	shan-xi	陕西	ankang	安康	32.897	108.455
CN101110705	xunyang	旬阳	CN	China	中国	shan-xi	陕西	ankang	安康	32.51	109.22
CN101110706	langao	岚皋	CN	China	中国	shan-xi	陕西	ankang	安康	32.233	108.901
CN101110707	pingli	平利	CN	China	中国	shan-xi	陕西	ankang	安康	32.24	109.273
CN101110708	baihe	白河	CN	China	中国	shan-xi	陕西	ankang	安康	32.732	109.915
CN101110709	zhenping	镇坪	CN	China	中国	shan-xi	陕西	ankang	安康	31.54	109.32
CN101110710	ningshan	宁陕	CN	China	中国	shan-xi	陕西	ankang	安康	33.483	108.494
CN101110801	hanzhong	汉中	CN	China	中国	shan-xi	陕西	hanzhong	汉中	33.071	107.025
CN101110802	lueyang	略阳	CN	China	中国	shan-xi	陕西	hanzhong	汉中	33.367	106.11
CN101110803	mianxian	勉县	CN	China	中国	shan-xi	陕西	hanzhong	汉中	33.1	106.42
CN101110804	liuba	留坝	CN	China	中国	shan-xi	陕西	hanzhong	汉中	33.581	106.983
CN101110805	yangxian	洋县	CN	China	中国	shan-xi	陕西	hanzhong	汉中	33.13	107.33
CN101110806	chenggu	城固	CN	China	中国	shan-xi	陕西	hanzhong	汉中	33.203	107.267
CN101110807	xixiang	西乡	CN	China	中国	shan-xi	陕西	hanzhong	汉中	32.59	107.43
CN101110808	fuoping	佛坪	CN	China	中国	shan-xi	陕西	hanzhong	汉中	33.32	107.59
CN101110809	ningqiang	宁强	CN	China	中国	shan-xi	陕西	hanzhong	汉中	32.913	106.037
CN101110810	nanzheng	南郑	CN	China	中国	shan-xi	陕西	hanzhong	汉中	32.762	106.943
CN101110811	zhenba	镇巴	CN	China	中国	shan-xi	陕西	hanzhong	汉中	32.496	107.854
CN101110901	baoji	宝鸡	CN	China	中国	shan-xi	陕西	baoji	宝鸡	34.381	107.149
CN101110903	qianyang	千阳	CN	China	中国	shan-xi	陕西	baoji	宝鸡	34.39	107.08
CN101110904	linyou	麟游	CN	China	中国	shan-xi	陕西	baoji	宝鸡	34.764	107.678
CN101110905	qishan	岐山	CN	China	中国	shan-xi	陕西	baoji	宝鸡	34.379	107.713
CN101110906	fengxiang	凤翔	CN	China	中国	shan-xi	陕西	baoji	宝鸡	34.56	107.414
CN101110907	fufeng	扶风	CN	China	中国	shan-xi	陕西	baoji	宝鸡	34.416	107.894
CN101110908	meixian	眉县	CN	China	中国	shan-xi	陕西	baoji	宝鸡	34.16	107.44
CN101110909	taibai	太白	CN	China	中国	shan-xi	陕西	baoji	宝鸡	33.915	107.416
CN101110910	fengxian	凤县	CN	China	中国	shan-xi	陕西	baoji	宝鸡	30.908	121.551
CN101110911	longxian	陇县	CN	China	中国	shan-xi	陕西	baoji	宝鸡	34.54	106.5
CN101110912	chencang	陈仓	CN	China	中国	shan-xi	陕西	baoji	宝鸡	34.22	107.24
CN101111001	tongchuan	铜川	CN	China	中国	shan-xi	陕西	tongchuan	铜川	35.073	109.068
CN101111002	yaoxian	耀县	CN	China	中国	shan-xi	陕西	tongchuan	铜川	34.56	108.59
CN101111003	yijun	宜君	CN	China	中国	shan-xi	陕西	tongchuan	铜川	35.359	109.204
CN101111004	yaozhou	耀州	CN	China	中国	shan-xi	陕西	tongchuan	铜川	34.913	108.974
CN101111101	yangling	杨凌	CN	China	中国	shan-xi	陕西	yangling	杨凌	34.28	108.07
CN101170101	yinchuan	银川	CN	China	中国	ningxia	宁夏	yinchuan	银川	38.468	106.263
CN101170102	yongning	永宁	CN	China	中国	ningxia	宁夏	yinchuan	银川	38.15	106.15
CN101170103	lingwu	灵武	CN	China	中国	ningxia	宁夏	yinchuan	银川	37.937	106.518
CN101170104	helan	贺兰	CN	China	中国	ningxia	宁夏	yinchuan	银川	38.662	106.418
CN101170201	shizuishan	石嘴山	CN	China	中国	ningxia	宁夏	shizuishan	石嘴山	39.016	106.372
CN101170202	huinong	惠农	CN	China	中国	ningxia	宁夏	shizuishan	石嘴山	39.181	106.649
CN101170203	pingluo	平罗	CN	China	中国	ningxia	宁夏	shizuishan	石嘴山	38.925	106.396
CN101170204	taole	陶乐	CN	China	中国	ningxia	宁夏	shizuishan	石嘴山	38.715	106.649
CN101170301	wuzhong	吴忠	CN	China	中国	ningxia	宁夏	wuzhong	吴忠	37.985	106.196
CN101170302	tongxin	同心	CN	China	中国	ningxia	宁夏	wuzhong	吴忠	37.045	105.986
CN101170303	yanchi	盐池	CN	China	中国	ningxia	宁夏	wuzhong	吴忠	37.623	107.081
CN101170306	qingtongxia	青铜峡	CN	China	中国	ningxia	宁夏	wuzhong	吴忠	37.899	105.908
CN101170401	guyuan	固原	CN	China	中国	ningxia	宁夏	guyuan	固原	36.093	106.247
CN101170402	xiji	西吉	CN	China	中国	ningxia	宁夏	guyuan	固原	35.58	105.43
CN101170403	longde	隆德	CN	China	中国	ningxia	宁夏	guyuan	固原	35.574	106.038
CN101170404	jinyuan	泾源	CN	China	中国	ningxia	宁夏	guyuan	固原	35.3	106.19
CN101170406	pengyang	彭阳	CN	China	中国	ningxia	宁夏	guyuan	固原	35.85	106.63
CN101170501	zhongwei	中卫	CN	China	中国	ningxia	宁夏	zhongwei	中卫	37.346	104.988
CN101170502	zhongning	中宁	CN	China	中国	ningxia	宁夏	zhongwei	中卫	37.48	105.754
CN101170504	haiyuan	海原	CN	China	中国	ningxia	宁夏	zhongwei	中卫	36.585	105.669
CN101160101	lanzhou	兰州	CN	China	中国	gansu	甘肃	lanzhou	兰州	36.068	103.751
CN101160102	gaolan	皋兰	CN	China	中国	gansu	甘肃	lanzhou	兰州	36.456	103.884
CN101160103	yongdeng	永登	CN	China	中国	gansu	甘肃	lanzhou	兰州	36.606	103.238
CN101160104	yuzhong	榆中	CN	China	中国	gansu	甘肃	lanzhou	兰州	36.008	104.198
CN101160201	dingxi	定西	CN	China	中国	gansu	甘肃	dingxi	定西	35.674	104.614
CN101160202	tongwei	通渭	CN	China	中国	gansu	甘肃	dingxi	定西	35.212	105.221
CN101160203	longxi	陇西	CN	China	中国	gansu	甘肃	dingxi	定西	35.123	104.61
CN101160204	weiyuan	渭源	CN	China	中国	gansu	甘肃	dingxi	定西	35.08	104.12
CN101160205	lintao	临洮	CN	China	中国	gansu	甘肃	dingxi	定西	35.22	103.52
CN101160206	zhangxian	漳县	CN	China	中国	gansu	甘肃	dingxi	定西	34.51	104.27
CN101160207	minxian	岷县	CN	China	中国	gansu	甘肃	dingxi	定西	34.26	104.01
CN101160208	anding	安定	CN	China	中国	gansu	甘肃	dingxi	定西	35.58	104.62
CN101160301	pingliang	平凉	CN	China	中国	gansu	甘肃	pingliang	平凉	35.542	106.681
CN101160302	jingchuan	泾川	CN	China	中国	gansu	甘肃	pingliang	平凉	35.348	107.433
CN101160303	lingtai	灵台	CN	China	中国	gansu	甘肃	pingliang	平凉	35.064	107.434
CN101160304	chongxin	崇信	CN	China	中国	gansu	甘肃	pingliang	平凉	35.218	107.014
CN101160305	huating	华亭	CN	China	中国	gansu	甘肃	pingliang	平凉	35.206	106.624
CN101160306	zhuanglang	庄浪	CN	China	中国	gansu	甘肃	pingliang	平凉	35.256	106.085
CN101160307	jingning	静宁	CN	China	中国	gansu	甘肃	pingliang	平凉	35.384	105.716
CN101160308	kongtong	崆峒	CN	China	中国	gansu	甘肃	pingliang	平凉	35.542	106.681
CN101160401	qingyang	庆阳	CN	China	中国	gansu	甘肃	qingyang	庆阳	35.902	107.747
CN101160403	huanxian	环县	CN	China	中国	gansu	甘肃	qingyang	庆阳	36.35	107.18
CN101160404	huachi	华池	CN	China	中国	gansu	甘肃	qingyang	庆阳	36.496	108.014
CN101160405	heshui	合水	CN	China	中国	gansu	甘肃	qingyang	庆阳	36.038	108.282
CN101160406	zhengning	正宁	CN	China	中国	gansu	甘肃	qingyang	庆阳	35.425	108.284
CN101160407	ningxian	宁县	CN	China	中国	gansu	甘肃	qingyang	庆阳	35.25	108
CN101160408	zhenyuan	镇原	CN	China	中国	gansu	甘肃	qingyang	庆阳	35.41	107.11
CN101160409	qingcheng	庆城	CN	China	中国	gansu	甘肃	qingyang	庆阳	35.902	107.747
CN101160501	wuwei	武威	CN	China	中国	gansu	甘肃	wuwei	武威	37.925	102.632
CN101160502	minqin	民勤	CN	China	中国	gansu	甘肃	wuwei	武威	38.768	103.01
CN101160503	gulang	古浪	CN	China	中国	gansu	甘肃	wuwei	武威	37.526	103.279
CN101160505	tianzhu	天祝	CN	China	中国	gansu	甘肃	wuwei	武威	36.98	103.13
CN101160601	jinchang	金昌	CN	China	中国	gansu	甘肃	jinchang	金昌	38.467	102.167
CN101160602	yongchang	永昌	CN	China	中国	gansu	甘肃	jinchang	金昌	38.513	102.049
CN101160701	zhangye	张掖	CN	China	中国	gansu	甘肃	zhangye	张掖	38.933	100.457
CN101160702	sunan	肃南	CN	China	中国	gansu	甘肃	zhangye	张掖	38.5	99.37
CN101160703	minle	民乐	CN	China	中国	gansu	甘肃	zhangye	张掖	38.393	100.853
CN101160704	linze	临泽	CN	China	中国	gansu	甘肃	zhangye	张掖	39.33	100.185
CN101160705	gaotai	高台	CN	China	中国	gansu	甘肃	zhangye	张掖	39.481	99.594
CN101160706	shandan	山丹	CN	China	中国	gansu	甘肃	zhangye	张掖	38.486	101.222
CN101160801	jiuquan	酒泉	CN	China	中国	gansu	甘肃	jiuquan	酒泉	39.743	98.509
CN101160803	jinta	金塔	CN	China	中国	gansu	甘肃	jiuquan	酒泉	40.364	99.147
CN101160804	akesai	阿克塞	CN	China	中国	gansu	甘肃	jiuquan	酒泉	39.409	94.265
CN101160805	guazhou	瓜州	CN	China	中国	gansu	甘肃	jiuquan	酒泉	40.852	95.862
CN101160806	subei	肃北	CN	China	中国	gansu	甘肃	jiuquan	酒泉	39.31	94.53
CN101160807	yumen	玉门	CN	China	中国	gansu	甘肃	jiuquan	酒泉	40.16	97.02
CN101160808	dunhuang	敦煌	CN	China	中国	gansu	甘肃	jiuquan	酒泉	40.65	94.133
CN101160901	tianshui	天水	CN	China	中国	gansu	甘肃	tianshui	天水	34.576	105.709
CN101160903	qingshui	清水	CN	China	中国	gansu	甘肃	tianshui	天水	34.753	106.13
CN101160904	qinan	秦安	CN	China	中国	gansu	甘肃	tianshui	天水	34.52	105.4
CN101160905	gangu	甘谷	CN	China	中国	gansu	甘肃	tianshui	天水	34.787	105.243
CN101160906	wushan	武山	CN	China	中国	gansu	甘肃	tianshui	天水	34.683	104.866
CN101160907	zhangjiachuan	张家川	CN	China	中国	gansu	甘肃	tianshui	天水	34.59	106.12
CN101160908	maiji	麦积	CN	China	中国	gansu	甘肃	tianshui	天水	34.33	105.53
CN101161001	wudu	武都	CN	China	中国	gansu	甘肃	longnan	陇南	33.251	105.1
CN101161002	chengxian	成县	CN	China	中国	gansu	甘肃	longnan	陇南	33.45	105.43
CN101161003	wenxian	文县	CN	China	中国	gansu	甘肃	longnan	陇南	32.57	104.4
CN101161004	dangchang	宕昌	CN	China	中国	gansu	甘肃	longnan	陇南	33.972	104.415
CN101161005	kangxian	康县	CN	China	中国	gansu	甘肃	longnan	陇南	33.2	105.36
CN101161006	xihe	西和	CN	China	中国	gansu	甘肃	longnan	陇南	34.02	105.18
CN101161007	lixian	礼县	CN	China	中国	gansu	甘肃	longnan	陇南	34.11	105.11
CN101161008	huixian	徽县	CN	China	中国	gansu	甘肃	longnan	陇南	35.559	113.664
CN101161009	liangdang	两当	CN	China	中国	gansu	甘肃	longnan	陇南	33.878	106.392
CN101161101	linxia	临夏	CN	China	中国	gansu	甘肃	linxia	临夏	35.601	103.206
CN101161102	kangle	康乐	CN	China	中国	gansu	甘肃	linxia	临夏	35.204	103.618
CN101161103	yongjing	永靖	CN	China	中国	gansu	甘肃	linxia	临夏	35.985	103.252
CN101161104	guanghe	广河	CN	China	中国	gansu	甘肃	linxia	临夏	35.455	103.627
CN101161105	hezheng	和政	CN	China	中国	gansu	甘肃	linxia	临夏	35.328	103.286
CN101161106	dongxiang	东乡	CN	China	中国	gansu	甘肃	linxia	临夏	35.4	103.24
CN101161107	jishishan	积石山	CN	China	中国	gansu	甘肃	linxia	临夏	35.6	102.8
CN101161201	hezuo	合作	CN	China	中国	gansu	甘肃	gannan	甘南	35	102.54
CN101161202	lintan	临潭	CN	China	中国	gansu	甘肃	gannan	甘南	34.795	103.686
CN101161203	zhuoni	卓尼	CN	China	中国	gansu	甘肃	gannan	甘南	34.684	103.167
CN101161204	zhouqu	舟曲	CN	China	中国	gansu	甘肃	gannan	甘南	33.624	104.31
CN101161205	diebu	迭部	CN	China	中国	gansu	甘肃	gannan	甘南	33.991	103.501
CN101161206	maqu	玛曲	CN	China	中国	gansu	甘肃	gannan	甘南	34	102.05
CN101161207	luqu	碌曲	CN	China	中国	gansu	甘肃	gannan	甘南	34.395	102.488
CN101161208	xiahe	夏河	CN	China	中国	gansu	甘肃	gannan	甘南	35.12	102.31
CN101161301	baiyin	白银	CN	China	中国	gansu	甘肃	baiyin	白银	36.549	104.201
CN101161302	jingyuan	靖远	CN	China	中国	gansu	甘肃	baiyin	白银	36.34	104.41
CN101161303	huining	会宁	CN	China	中国	gansu	甘肃	baiyin	白银	35.93	105.01
CN101161304	pingchuan	平川	CN	China	中国	gansu	甘肃	baiyin	白银	36.8	104.8
CN101161305	jingtai	景泰	CN	China	中国	gansu	甘肃	baiyin	白银	37.179	104.146
CN101161401	jiayuguan	嘉峪关	CN	China	中国	gansu	甘肃	jiayuguan	嘉峪关	39.45	98.17
CN101150101	xining	西宁	CN	China	中国	qinghai	青海	xining	西宁	36.621	101.778
CN101150102	datong	大通	CN	China	中国	qinghai	青海	xining	西宁	40.155	113.191
CN101150103	huangyuan	湟源	CN	China	中国	qinghai	青海	xining	西宁	36.595	101.149
CN101150104	huangzhong	湟中	CN	China	中国	qinghai	青海	xining	西宁	36.623	101.576
CN101150201	pingan	平安	CN	China	中国	qinghai	青海	haidong	海东	36.3	102.06
CN101150202	ledu	乐都	CN	China	中国	qinghai	青海	haidong	海东	36.53	102.438
CN101150203	minhe	民和	CN	China	中国	qinghai	青海	haidong	海东	36.19	102.51
CN101150204	huzhu	互助	CN	China	中国	qinghai	青海	haidong	海东	36.49	101.57
CN101150205	hualong	化隆	CN	China	中国	qinghai	青海	haidong	海东	36.06	102.16
CN101150206	xunhua	循化	CN	China	中国	qinghai	青海	haidong	海东	35.5	102.33
CN101150301	tongren	同仁	CN	China	中国	qinghai	青海	huangnan	黄南	34.44	101.36
CN101150302	jianzha	尖扎	CN	China	中国	qinghai	青海	huangnan	黄南	35.57	102.02
CN101150303	zeku	泽库	CN	China	中国	qinghai	青海	huangnan	黄南	35.02	101.28
CN101150304	henan	河南	CN	China	中国	qinghai	青海	huangnan	黄南	34.73	101.6
CN101150401	gonghe	共和	CN	China	中国	qinghai	青海	hainan	海南	36.16	100.37
CN101150404	guide	贵德	CN	China	中国	qinghai	青海	hainan	海南	35.951	101.47
CN101150406	xinghai	兴海	CN	China	中国	qinghai	青海	hainan	海南	35.35	99.59
CN101150407	guinan	贵南	CN	China	中国	qinghai	青海	hainan	海南	35.731	100.891
CN101150408	tongde	同德	CN	China	中国	qinghai	青海	hainan	海南	35.15	100.36
CN101150501	maqin	玛沁	CN	China	中国	qinghai	青海	guoluo	果洛	34.28	100.15
